date, pm25, pm10, o3, no2, so2, co
2020/6/22, , 15, 34, 2, , 
2020/6/23, , 14, 35, 2, , 
2020/6/24, , 12, 43, 6, , 
2020/6/25, , 12, 42, 6, , 
2020/6/26, , 12, 34, 3, , 
2020/6/27, , 16, 38, 2, , 
2020/6/28, , 21, 30, 4, , 
2020/6/29, , 20, 28, 4, , 
2020/6/30, , 17, 34, 6, , 
2020/1/1, , 12, 25, 3, 1, 
2020/1/2, , 12, 32, 3, 1, 
2020/1/3, , 10, 29, 2, 1, 
2020/1/4, , 10, 30, 5, , 
2020/1/5, , 8, 29, 3, 1, 
2020/1/6, , 11, 35, 3, , 
2020/1/7, , 12, 27, 8, , 
2020/1/8, , 11, 33, 4, 1, 
2020/1/9, , 12, 30, 3, , 
2020/1/10, , 9, 30, 2, , 
2020/1/11, , 6, 34, 2, , 
2020/1/12, , 7, 30, 4, 1, 
2020/1/13, , 8, 34, 3, , 
2020/1/14, , 7, 34, 5, , 
2020/1/15, , 9, 36, 5, , 
2020/1/16, , 13, 32, 3, , 
2020/1/17, , 12, 32, 2, , 
2020/1/18, , 9, 34, 2, , 
2020/1/19, , 8, 33, , , 
2020/1/20, , 10, 30, 1, , 
2020/1/21, , 7, 29, 2, , 
2020/1/22, , 10, 30, 4, , 
2020/1/23, , 13, 34, 3, , 
2020/1/24, , 69, 26, 5, , 
2020/1/25, , 64, 33, 1, , 
2020/1/26, , 40, 25, 3, , 
2020/1/27, , 19, 26, 2, , 
2020/1/28, , 10, 25, 8, , 
2020/1/29, , 8, 24, 3, , 
2020/1/30, , 10, 27, 2, , 
2020/1/31, , 8, 28, 3, , 
2020/2/1, , 8, 24, 1, , 
2020/2/2, , 9, 23, 8, , 
2020/2/3, , 13, 25, 3, , 
2020/2/4, , 31, 32, 3, , 
2020/2/5, , 18, 38, 5, , 
2020/2/6, , 12, 37, 4, , 
2020/2/7, , 12, 35, 4, , 
2020/2/8, , 13, 34, 2, , 
2020/2/9, , 18, 26, 3, , 
2020/2/10, , 14, 27, 4, , 
2020/2/11, , 10, 26, 4, , 
2020/2/12, , 10, 28, 4, , 
2020/2/13, , 10, 22, 7, , 
2020/2/14, , 15, 33, 4, , 
2020/2/15, , 21, 32, 3, , 
2020/2/18, , 12, 26, 5, , 
2020/2/19, , 10, 31, 4, , 
2020/2/20, , 12, 35, 5, , 
2020/2/21, , 16, 36, 5, , 
2020/2/22, , 19, 37, 4, , 
2020/2/23, , 19, 37, 5, , 
2020/2/24, , 18, 34, 6, , 
2020/2/25, , 22, 33, 3, , 
2020/2/26, , 17, 31, 2, , 
2020/2/27, , 15, 32, 3, , 
2020/2/28, , 16, 31, 2, , 
2020/2/29, , 29, 33, 2, , 
2020/3/1, , 46, 34, 1, , 
2020/3/2, , 14, 30, 2, 1, 
2020/3/3, , 8, 31, 6, , 
2020/3/4, , 10, 33, 3, , 
2020/3/5, , 14, 34, 1, , 
2020/3/6, , 9, 35, 2, , 
2020/3/7, , 5, 37, 1, , 
2020/3/8, , 9, 32, 3, , 
2020/3/9, , 10, 29, 3, , 
2020/3/10, , 13, 40, 7, , 
2020/3/11, , 19, 45, 10, , 
2020/3/12, , 21, 37, 9, , 
2020/3/13, , 17, 32, 7, , 
2020/3/14, , 18, 36, 3, , 
2020/3/15, , 13, 35, 2, , 
2020/3/16, , 10, 34, 2, , 
2020/3/17, , 12, 38, 3, , 
2020/3/18, , 14, 39, 5, , 
2020/3/19, , 14, 43, 1, , 
2020/3/20, , 13, 43, 1, , 
2020/3/21, , 13, 36, , , 
2020/3/22, , 18, 33, 1, , 
2020/3/23, , 16, 36, 1, , 
2020/3/24, , 18, 34, 1, , 
2020/3/25, , 13, 37, 2, , 
2020/3/26, , 9, 37, 1, , 
2020/3/27, , 10, 37, 1, , 
2020/3/28, , 10, 41, 2, , 
2020/3/29, , 11, 29, 3, , 
2020/3/30, , 13, 36, 2, , 
2020/3/31, , 9, 35, 1, , 
2019/10/2, , 18, 32, 3, 1, 
2019/10/3, , 13, 40, 3, 1, 
2019/10/4, , 12, 34, 4, , 
2019/10/5, , 15, 28, 4, , 
2019/10/6, , 18, 26, 4, , 
2019/10/7, , 15, 36, 4, , 
2019/10/8, , 21, 38, 4, , 
2019/10/9, , 19, 33, 4, , 
2019/10/10, , 13, 29, 5, , 
2019/10/11, , 16, 30, 4, , 
2019/10/12, , 14, 30, 7, , 
2019/10/13, , 13, 33, 2, , 
2019/10/14, , 15, 35, 4, , 
2019/10/15, , 16, 32, 3, , 
2019/10/16, , 6, 36, 3, , 
2019/10/17, , 12, 39, 4, 1, 
2019/10/18, , 15, 33, 3, 1, 
2019/10/19, , 14, 37, 2, 1, 
2019/10/20, , 16, 32, 2, , 
2019/10/21, , 10, 27, 6, , 
2019/10/22, , 9, 29, 2, , 
2019/10/23, , 7, 32, 6, , 
2019/10/24, , 6, 30, 2, 1, 
2019/10/25, , 8, 27, 5, 5, 
2019/10/26, , 10, 42, 5, 2, 
2019/10/27, , 14, 39, 2, , 
2019/10/28, , 14, 38, 3, , 
2019/10/29, , 15, 30, 7, , 
2019/10/30, , 17, 31, 6, , 
2019/10/31, , 15, 33, 5, , 
2019/11/1, , 12, 28, 3, , 
2019/11/2, , 9, 28, 1, , 
2019/11/3, , 8, 30, 1, , 
2019/11/4, , 10, 30, 1, , 
2019/11/5, , 8, 30, 1, , 
2019/11/6, , 8, 24, 2, , 
2019/11/7, , 9, 26, 3, , 
2019/11/8, , 9, 26, 2, , 
2019/11/9, , 8, 26, 1, , 
2019/11/11, , 6, 25, 1, , 
2019/11/12, , 8, 25, 2, , 
2019/11/13, , 8, 26, 3, , 
2019/11/14, , 6, 28, 3, , 
2019/11/15, , 4, 27, 3, , 
2019/11/16, , 7, 25, 2, , 
2019/11/17, , 6, 24, 2, , 
2019/11/18, , 8, 21, 4, , 
2019/11/19, , 9, 31, 4, , 
2019/11/20, , 8, 33, 2, , 
2019/11/21, , 6, 34, 3, , 
2019/11/22, , 6, 28, 5, , 
2019/11/23, , 4, 31, 1, , 
2019/11/24, , 5, 28, 1, , 
2019/11/25, , 7, 24, 1, , 
2019/11/26, , 8, 29, 3, , 
2019/11/27, , 8, 28, 2, , 
2019/11/28, , 9, 27, 2, , 
2019/11/29, , 9, 32, 3, , 
2019/11/30, , 9, 28, 2, , 
2019/12/1, , 9, 30, 3, , 
2019/12/2, , 10, 27, 6, , 
2019/12/3, , 12, 24, 5, , 
2019/12/4, , 8, 31, 2, 1, 
2019/12/5, , 5, 29, 2, , 
2019/12/6, , 9, 29, 2, 1, 
2019/12/7, , 10, 29, 4, 1, 
2019/12/8, , 9, 24, 1, 1, 
2019/12/9, , 9, 24, 2, 1, 
2019/12/10, , 8, 27, 3, 1, 
2019/12/11, , 9, 24, 3, 1, 
2019/12/12, , 8, 26, 2, 1, 
2019/12/13, , 5, 27, 1, 1, 
2019/12/14, , 8, 26, 1, 1, 
2019/12/15, , 8, 29, 1, 1, 
2019/12/16, , 8, 27, 5, , 
2019/12/17, , 27, 21, 6, , 
2019/12/18, , 80, 27, 4, , 
2019/12/19, , 49, 24, 5, , 
2019/12/20, , 18, 28, 3, , 
2019/12/21, , 7, 33, 2, , 
2019/12/22, , 9, 33, 1, , 
2019/12/23, , 8, 30, 2, , 
2019/12/24, , 9, 24, 1, , 
2019/12/25, , 8, 24, 1, 1, 
2019/12/26, , 7, 21, 2, , 
2019/12/27, , 9, 24, 1, 1, 
2019/12/28, , 11, 25, 6, 1, 
2019/12/29, , 12, 21, 5, , 
2019/7/1, , 34, 51, 10, , 
2019/7/2, , 28, 46, 6, 1, 
2019/7/3, , 24, 47, 13, , 
2019/7/4, , 27, 52, 7, 1, 
2019/7/5, , 28, 51, 9, , 
2019/7/6, , 34, 43, 2, , 
2019/7/7, , 42, 54, 4, , 
2019/7/8, , 32, 45, 4, , 
2019/7/9, , 24, 53, 4, 1, 
2019/7/10, , 19, 57, 6, 1, 
2019/7/11, , 23, 49, 6, 1, 
2019/7/12, , 24, 49, 5, , 
2019/7/13, , 17, 42, 7, , 
2019/7/14, , 14, 44, 4, , 
2019/7/15, , 11, 48, 2, 1, 
2019/7/16, , 17, 48, 3, , 
2019/7/17, , 16, 51, 3, , 
2019/7/18, , 14, 43, 5, 1, 
2019/7/19, , 16, 45, 6, 1, 
2019/7/20, , 15, 42, 6, 1, 
2019/7/21, , 17, 43, 13, 1, 
2019/7/22, , 20, 46, 13, 1, 
2019/7/23, , 23, 42, 10, 1, 
2019/7/24, , 24, 36, 13, 1, 
2019/7/25, , 21, 46, 8, 1, 
2019/7/26, , 21, 37, 5, , 
2019/7/27, , 20, 36, 3, 1, 
2019/7/28, , 9, 34, 3, 1, 
2019/7/29, , 11, 35, 6, 1, 
2019/7/30, , 18, 33, 6, , 
2019/7/31, , 19, 45, 4, , 
2019/8/1, , 18, 57, 4, 1, 
2019/8/2, , 17, 53, 2, 1, 
2019/8/3, , 15, 54, 3, 1, 
2019/8/4, , 15, 54, 6, 1, 
2019/8/5, , 18, 40, 5, , 
2019/8/6, , 20, 36, 4, , 
2019/8/7, , 26, 38, 3, 1, 
2019/8/8, , 28, 41, 4, 1, 
2019/8/9, , 26, 37, 4, , 
2019/8/10, , 22, 39, 3, 1, 
2019/8/11, , 20, 41, 3, , 
2019/8/12, , 15, 40, 2, , 
2019/8/13, , 10, 39, 2, 1, 
2019/8/14, , 15, 36, 3, 1, 
2019/8/15, , 19, 32, 3, , 
2019/8/16, , 15, 35, 2, 1, 
2019/8/17, , 15, 34, 3, 1, 
2019/8/18, , 15, 30, 2, , 
2019/8/19, , 16, 38, 2, , 
2019/8/20, , 11, 42, 2, 1, 
2019/8/21, , 14, 47, 3, 1, 
2019/8/22, , 18, 47, 5, 1, 
2019/8/23, , 14, 53, 9, 2, 
2019/8/24, , 18, 48, 3, 1, 
2019/8/25, , 18, 44, 7, 2, 
2019/8/26, , 18, 37, 4, , 
2019/8/27, , 19, 44, 5, 1, 
2019/8/28, , 16, 47, 3, 1, 
2019/8/29, , 18, 49, 7, 1, 
2019/8/30, , 17, 54, 3, 1, 
2019/8/31, , 19, 42, 6, 1, 
2019/9/1, , 17, 36, 6, 1, 
2019/9/2, , 15, 37, 6, 1, 
2019/9/3, , 12, 49, 8, 2, 
2019/9/4, , 18, 39, 4, 1, 
2019/9/5, , 19, 35, 5, 1, 
2019/9/6, , 19, 40, 3, 1, 
2019/9/7, , 15, 37, 2, , 
2019/9/8, , 14, 34, 3, 1, 
2019/9/9, , 11, 32, 3, , 
2019/9/10, , 11, 39, 2, , 
2019/9/12, , 8, 52, 5, , 
2019/9/13, , 14, 57, 3, , 
2019/9/14, , 14, 48, 2, , 
2019/9/15, , 16, 45, 5, , 
2019/9/16, , 18, 36, 13, 1, 
2019/9/17, , 21, 52, 5, 1, 
2019/9/18, , 29, 43, 7, , 
2019/9/19, , 24, 47, 5, , 
2019/9/20, , 18, 37, 3, , 
2019/9/21, , 18, 32, 5, , 
2019/9/22, , 15, 30, 3, , 
2019/9/24, , 14, 34, 8, , 
2019/9/25, , 18, 37, 5, 1, 
2019/9/26, , 14, 36, 5, 3, 
2019/9/27, , 17, 34, 4, , 
2019/9/28, , 17, 43, 2, , 
2019/9/29, , 19, 35, 6, , 
2019/9/30, , 20, 44, 3, , 
2019/5/8, , 19, 36, 4, , 
2019/5/9, , 16, 42, 6, , 
2019/5/10, , 17, 41, 11, , 
2019/5/11, , 18, 41, 5, , 
2019/5/12, , 14, 43, 2, , 
2019/5/13, , 14, 46, 3, , 
2019/5/14, , 17, 46, 7, , 
2019/5/15, , 19, 46, 3, , 
2019/5/16, , 15, 52, 6, , 
2019/5/17, , 11, 42, 9, , 
2019/5/18, , 4, 40, 3, 2, 
2019/5/19, , 5, 40, 3, 1, 
2019/5/20, , 4, 43, 4, , 
2019/5/21, , 9, 47, 5, , 
2019/5/22, , 16, 45, 7, , 
2019/5/23, , 15, 46, 2, , 
2019/5/24, , 12, 50, 6, , 
2019/5/25, , 8, 40, 1, , 
2019/5/26, , 8, 36, 3, , 
2019/5/27, , 9, 34, 4, , 
2019/5/28, , 11, 30, 5, , 
2019/5/29, , 14, 32, 4, , 
2019/5/30, , 14, 35, 6, , 
2019/5/31, , 15, 37, 7, 1, 
2019/6/1, , 14, 45, 4, 1, 
2019/6/2, , 12, 50, 3, 1, 
2019/6/3, , 12, 47, 4, , 
2019/6/4, , 12, 46, 4, , 
2019/6/5, , 13, 43, 3, , 
2019/6/6, , 18, 32, 7, , 
2019/6/7, , 18, 43, 3, , 
2019/6/8, , 19, 44, 3, , 
2019/6/9, , 13, 45, 3, , 
2019/6/10, , 22, 47, 2, , 
2019/6/11, , 17, 30, 6, , 
2019/6/12, , 6, 38, 3, , 
2019/6/13, , 9, 39, 5, , 
2019/6/14, , 16, 43, 4, , 
2019/6/15, , 27, 39, 4, , 
2019/6/16, , 20, 41, 3, 1, 
2019/6/17, , 17, 52, 6, , 
2019/6/18, , 17, 48, 3, , 
2019/6/19, , 18, 46, 6, , 
2019/6/20, , 22, 37, 5, , 
2019/6/21, , 15, 38, 5, , 
2019/6/22, , 12, 44, 4, , 
2019/6/23, , 16, 45, 3, , 
2019/6/24, , 20, 46, 2, , 
2019/6/25, , 19, 44, 2, , 
2019/6/26, , 20, 51, 3, 1, 
2019/6/27, , 18, 49, 13, 1, 
2019/6/28, , 30, 50, 12, 1, 
2019/6/29, , 40, 101, 4, , 
2019/6/30, , 37, 74, 8, , 
2024/12/22, , , 29, 4, , 
2024/5/12, , , 29, 7, , 
2024/6/8, , , 41, 2, 1, 
2024/6/9, , , 34, 3, , 
2024/6/10, , , 30, 2, , 
2024/6/11, , , 31, 2, , 
2022/7/8, , , 47, 2, , 
2022/6/30, , , 38, 2, 1, 
2021/10/3, , , 26, 2, , 
2021/10/4, , , 32, 2, , 
2021/10/5, , , 31, 1, , 
2021/11/6, , , 29, 2, , 
2021/11/24, , , 26, 5, , 
2021/10/2, , , 26, 2, , 
2020/10/12, , , 34, 4, , 
2020/10/13, , , 29, 2, , 
2020/11/29, , , 22, 12, , 
2020/11/30, , , 20, 5, , 
2020/12/8, , , 23, 2, , 
2020/12/20, , , 20, 4, , 
2020/12/21, , , 24, 3, , 
2020/12/30, , , 28, 1, , 
2020/8/30, , , 36, 2, , 
2020/8/31, , , 34, 5, , 
2020/9/1, , , 43, 2, , 
2020/9/12, , , 48, 3, , 
2020/9/23, , , 32, 2, , 
2020/4/25, , , 36, 2, , 
2020/4/26, , , 32, 2, , 
2020/6/2, , , 39, 1, , 
2019/12/31, , , 21, 5, , 
2020/2/16, , , 31, 6, , 
2020/2/17, , , 29, 8, , 
2019/10/1, , , 32, 4, 1, 
2019/11/10, , , 25, 1, , 
2019/9/11, , , 47, 6, , 
2019/9/23, , , 40, 6, 1, 
2019/5/7, , , 39, 4, , 
2025/6/20, , , , , 1, 
2022/4/27, , , , , , 
2022/4/28, , , , , , 
2022/4/29, , , , , , 
2022/4/30, , , , , , 
2021/10/1, , , , , , 
2021/11/1, , , , , , 
2021/11/2, , , , , , 
2021/11/3, , , , , , 
2021/11/4, , , , , , 
2021/11/5, , , , , , 
2021/9/30, , , , , , 
2020/12/19, , , , , , 
2022/5/1, , , , , , 
2020/11/28, , , , , , 
